"['Lugar donde quedarse, Un' 'lugardondequedarseun']","[datetime.datetime(2012, 5, 11, 0, 0) 10 1 84841 84841 69 69 12432 12432]","[datetime.datetime(2012, 8, 10, 0, 0) 48 14 300412 312 1 1 46786 40]"
['Seis puntos sobre Emma' 'seispuntossobreemma'],"[datetime.datetime(2012, 5, 11, 0, 0) 20 1 34016 20911 26 26 5031 3045]","[datetime.datetime(2012, 7, 6, 0, 0) 64 9 64493 54 1 1 10210 7]"
['Miss Bala' 'missbala'],"[datetime.datetime(2012, 5, 11, 0, 0) 23 1 14043 14043 17 17 2035 2035]","[datetime.datetime(2012, 6, 15, 0, 0) 64 6 39277 248 4 4 6108 38]"
"['Amour de Jeunesse, Un (Primer Amor)' 'amourdejeunesseunprimeramor']","[datetime.datetime(2012, 5, 11, 0, 0) 27 1 11448 11448 5 5 1569 1569]","[datetime.datetime(2012, 6, 29, 0, 0) 51 8 48111 793 3 3 7178 129]"
"['Sombra de la Traicion, La' 'sombradelatraicionla']","[datetime.datetime(2012, 5, 18, 0, 0) 4 1 620081 620081 280 280 94251 94251]","[datetime.datetime(2012, 8, 3, 0, 0) 48 12 1487988 445 4 4 260092 67]"
['Profesor Lazhar' 'profesorlazhar'],"[datetime.datetime(2012, 5, 18, 0, 0) 7 1 292560 292560 91 91 42256 42256]","[datetime.datetime(2012, 9, 14, 0, 0) 49 18 1312826 1181 5 5 212462 281]"
"['Feliz Acontecimiento, Un' 'felizacontecimientoun']","[datetime.datetime(2012, 5, 18, 0, 0) 20 1 29206 29206 46 46 4319 4319]","[datetime.datetime(2012, 6, 15, 0, 0) 61 5 51042 308 3 3 8373 42]"
"['Hijos de las Nubes, la Ultima Colonia, Los'
 'hijosdelasnubeslaultimacolonialos']","[datetime.datetime(2012, 5, 18, 0, 0) 26 1 14966 14966 24 24 2175 2175]","[datetime.datetime(2012, 6, 22, 0, 0) 67 6 33446 51 2 2 5225 7]"
['Men In Black 3' 'meninblack3'],"[datetime.datetime(2012, 5, 25, 0, 0) 1 1 2200011 2200011 401 790 312208
 312208]","[datetime.datetime(2012, 9, 28, 0, 0) 58 19 7372864 596 1 1 1131935 69]"
['Cuando te encuentre' 'cuandoteencuentre'],"[datetime.datetime(2012, 5, 25, 0, 0) 3 1 497501 497501 212 212 75436 75436]","[datetime.datetime(2012, 7, 27, 0, 0) 57 10 1559695 75 2 2 260896 15]"
"['Arte de Amar, El' 'artedeamarel']","[datetime.datetime(2012, 5, 25, 0, 0) 12 1 70745 70745 37 37 9932 9932]","[datetime.datetime(2012, 7, 13, 0, 0) 54 8 244378 280 6 6 38468 50]"
"['Niños Salvajes, Los' 'niñossalvajeslos']","[datetime.datetime(2012, 5, 25, 0, 0) 13 1 70378 70378 71 71 10206 10206]","[datetime.datetime(2012, 8, 3, 0, 0) 57 11 229528 42 1 1 36743 7]"
['Blancanieves y la Leyenda del Cazador' 'blancanievesylaleyendadelcazador'],"[datetime.datetime(2012, 6, 1, 0, 0) 1 1 2995362 2995362 393 576 460078
 460078]","[datetime.datetime(2012, 9, 28, 0, 0) 59 18 9670157 252 2 2 1577153 29]"
['Miel de Naranjas' 'mieldenaranjas'],"[datetime.datetime(2012, 6, 1, 0, 0) 8 1 116035 116035 148 148 17332 17332]","[datetime.datetime(2012, 8, 3, 0, 0) 52 10 339345 215 1 1 61904 32]"
['En Fuera de Juego' 'enfueradejuego'],"[datetime.datetime(2012, 6, 1, 0, 0) 11 1 91211 91211 168 168 13646 13646]","[datetime.datetime(2012, 6, 29, 0, 0) 60 5 173359 224 5 5 30021 37]"
['Por Fin Solos!' 'porfinsolos'],"[datetime.datetime(2012, 6, 1, 0, 0) 13 1 74282 74282 88 88 10597 10597]","[datetime.datetime(2012, 7, 6, 0, 0) 49 6 176084 603 6 6 32183 95]"
"['Sombra de los otros, La' 'sombradelosotrosla']","[datetime.datetime(2012, 6, 1, 0, 0) 15 1 72974 72974 84 84 10867 10867]","[datetime.datetime(2012, 7, 6, 0, 0) 53 6 215364 335 9 9 36827 55]"
